品番,WY067163,WJ430631,XH393240,IJ283088,ZR856254,WR597467,GF348474,WY545759,FT814555,JU393889,BF051547,DB316954,JD858061,AA780156,BJ860189,CL128693,XL393676,SJ372019,DP586030,AA598017,IH413600,JX893057,RJ664372,YP599008,AU877814,TP712509,SV756975,NO407338,XH609836,UO208012,FE927797,EJ557771,RI373110,VC424315,JW793198,IL590822,KC161872,YF907288,IQ381974,ID704706,YK951326,CF622663,WE759046,DC741383,EF295835,GN704275,KY124041,RE294338,KG679473,QB453383,HM872504,YV652720,PI543452,FE471123,RE488091,OA636972,JT714574,OO519485,NK811267,IJ989560,WX675432,KX221298,HC286421,SY199938,YH305068,DH738529,ZV661019,QJ307468,MJ657458,QD365978,BK257344,AC873059,ZW286556,DS480586,CJ891267,WM625563,YU036236,IK865747,OJ973177,WP630067,AV875914,NY061123,PQ145431,SJ510819,EN213213,SF197707,WW135442,PA751345,II067440,VP052641,HM132375,LI971013,TZ848437,ZR069649,FM460543,CF470157,VP273159,ED654757,KI810400,CK003570,JC160232,FG684647,IM106625,XP575260,DK585616,ZN135607,PX024382,VK309827,LT464099,SW138007,KO231913,YI881281,RF082219,VD549560,QN407818,VO771577,AW127455,IL262189,GP748023,KO314747,BY520328,HV465250,FA291539,RP321877,HQ186018,QW882237,CH935697,PD738544,BH065906,CA685113,JS348244,SK407981,NG753012,BT445911,TR068731,BC730662,OL796059,RY746259,LJ516052,GN888179,OA139405,KV557128,LM472910,BB504881,KA902626,NF161308,OL195800,KD199606,UY719006,GY305906
WY067163,0.0,5.351334787092664,4.598711325797207,4.91523656254792,4.786072693466727,3.101073755043274,4.278546801819893,4.331843625138237,4.485435089259526,4.843106423778744,4.3693210085560485,4.333960724186774,5.466327291448801,4.019702889113861,3.968431961565377,5.511453528864311,5.132939390921554,5.171404685985125,4.550141840956992,4.11489677472932,4.80705440596093,3.9061589062800057,4.508059466081953,4.0772601343884745,3.500939511246656,4.841436887006466,4.561455930528357,5.0276442137745345,5.1891918214697,5.797946909886528,4.803393583698457,5.1413210708889965,3.718232616143595,5.145934618413906,4.345037515620348,4.9015045586118635,6.212744552241927,3.7050022511303315,5.087343946046575,5.504076040232981,4.643142368702632,4.674646157255236,4.302130075092449,4.52402911370379,5.724046803889888,4.901458704363063,5.438471313033846,3.820538775643265,4.978255364256527,5.17471841470293,4.420801817283478,5.463276252267976,4.164433384584192,5.236837688462995,5.297999184695916,5.749525251144997,5.109944114952132,4.579353363164062,5.277171893039593,4.364293446072359,3.851835014762916,4.772091352332027,4.068799712842162,4.425961961074254,4.917145574146644,4.624179239225038,4.9918321346967,5.8616402079651335,3.5794145574480845,4.754792557002632,5.374002221799481,4.554101594304749,3.4330617931454896,4.868264490413552,5.107524222117735,4.113409446316224,3.6530620482391347,5.313924548525551,4.292528665105257,4.247390059590644,4.9379734020652295,5.360808146573781,3.7369470335013384,4.457818659748406,4.341327551115026,5.03590324474797,4.8492751314406135,4.885732599204008,4.725045050579849,4.49921636593766,5.293027763617816,5.202934186922687,4.418795746322495,5.0973183317787,4.304877525113604,4.564032891517798,5.289656725871312,5.507231700353502,4.514501065425307,4.408605439431879,5.514383181658802,4.946790919038717,5.410387126522462,4.634323137888071,4.079130332723488,5.247660935660578,4.0729141420561055,4.850137599911171,5.688998871010285,5.28100678235273,5.072758309729928,4.786310199886968,5.768158707727008,4.422562991919881,5.104973557217505,4.21410437782867,5.169144258548528,5.026426561183339,5.100239236567722,3.1767645719540343,4.709612114024293,4.178096824930364,5.251400032730957,5.782349911924105,4.607596447484655,5.27135457623733,4.515678764438749,4.251063043693027,5.80196135319915,5.6790417633675485,4.706190194034927,4.858501301781487,4.954238154967538,4.128345045393107,4.221270199944435,4.799526972366309,4.873449299375302,3.8485071692482737,4.444757519452426,4.80425162820188,4.966665848991546,4.477996766892089,4.804692374927976,4.271854964609561,4.403791914364348,4.109188558640266,5.094419350637914,3.358430695725442,4.7999417892446,6.35295881727572
WJ430631,5.351334787092664,0.0,4.164124550049835,5.479360520093322,4.594171254503135,5.094787281657365,5.33537361176101,4.3729672814300935,4.5942446840255196,4.002842465485633,4.254772309642065,4.944786145578906,4.907746053737703,5.301618031693249,4.93495662264963,5.005082710054253,5.292671260882659,4.906570155487622,4.651160407485684,5.581020363547737,4.246210308089857,5.227688727568292,4.5389865883535006,4.62461148965756,5.3267924099263455,4.606539299470171,4.23432148213933,3.7576687544123804,5.10974349627078,4.978711100129676,4.393713221642575,5.471179580896536,5.164722497879716,4.3612874715897885,4.739247489846759,4.871979280934624,4.748513982549598,4.347060696360752,4.806308405482901,4.737376275520036,5.6310803302689205,4.971999442044422,4.250866286089504,4.142860198389134,4.871844886262154,3.6562895490891147,3.9619603465141355,4.532287767306097,5.021382052379104,5.300459269642831,4.8259611344751265,5.795018694717615,4.25405084273355,4.7420228972795835,4.12400101253369,4.245302751894106,4.107485988613189,4.7370050516002244,5.806358782343481,4.81238095903235,4.787169001917894,5.197805390868625,5.584834699520661,4.406262794526194,3.9353744702262152,4.067798758271273,4.8167544508884435,4.2001082869942685,4.258582159263071,4.6821671816437,5.2268775249443795,4.21736204843805,5.135978723549844,5.482360411350576,4.042328769281798,4.096543534345867,4.838256467314806,5.5404584467445925,4.587852473863724,5.5302265024707,4.922391129180945,3.9801530837390207,5.739579152884941,6.109913015770372,4.951621191197819,4.485985083510933,4.6717085526817135,4.718800391959474,4.069362849643114,4.761900605410634,5.125876182528257,4.065129973100338,4.118462957127629,5.06152705096766,3.9760721163181705,6.237995654993687,4.429558149544496,3.4377741637966195,4.557559385619785,4.043304034781296,4.123405620215122,3.883779228551954,3.526405443001096,4.69477535906515,5.577902841762897,5.220867445786191,4.490330944580413,4.827418415913396,4.508533419900086,4.850480457654251,4.300636297972096,3.858452204958866,5.206995364720242,4.923511527070109,4.245003822335676,4.839938255958844,4.69353806133756,4.885606079742767,5.108011866747505,5.68281065984675,5.2637993133612655,4.7681495528035365,4.12377860087762,5.803796871226867,5.047807488301032,5.514703318981439,4.6188238028085,6.474250434914946,3.883269645181263,5.295988310642691,4.264988902607447,5.384812826745391,3.3071575479767654,4.812724531828253,4.319621438009366,4.617260906710089,3.982171450337628,4.78029136508328,5.07272905111581,5.019578719218289,5.560229880782139,4.75494884023357,3.8127681930007413,4.892196334054909,6.032479226434324,6.116102613191482,4.756327185156395,4.836046685213749,5.375263569882893,6.082843053945268
XH393240,4.598711325797207,4.164124550049835,0.0,5.66695929675228,4.8241646017431785,4.259282868468108,5.224785780642661,3.9826286788920084,4.688450875920591,4.900400708298477,3.5472410610770115,5.563037415000368,4.346476743201704,4.241074159450555,3.7176814633607456,5.0369603323013346,4.62649548956981,5.0845944114139625,4.466619875752804,4.50259023186637,3.9443147390293865,4.891823649418277,4.725269511900456,4.456651598869368,3.938012164023735,4.767424381213034,3.036063701802224,4.745025250382364,4.687336390848989,5.23528614122564,3.37768648292322,5.4281686931091695,4.781112843744457,4.67406059555764,5.0818442267538995,4.22230050388157,4.259083021615185,4.862321590834711,5.240692842679264,4.0757498837695065,5.0338015788543,3.9819883843394708,4.353150750311,3.7032651620528774,4.63892715243289,4.953227683125094,3.752455231225942,4.298071157028777,5.241304275880266,5.2275022399722,3.6328487821487006,6.035547540124279,4.273770704121774,4.608457145470024,4.197628490193442,5.216041574790754,4.756627255712571,4.520700816810825,4.886578162827342,4.943505515110608,4.692438835382752,4.894479285677788,4.644270881811257,4.668473969291891,4.482661714893485,4.277918429975654,4.743729677372158,4.704022169483606,4.068149066741555,5.4010347834397985,5.327650718808799,3.478317477065185,3.894375778013198,5.460047413108403,4.449135229848357,3.92654461696474,4.647798892587644,5.301981931982641,4.315683630948492,5.616718946065084,4.494815855706882,4.105398594114746,5.334596302953743,5.412688939392235,4.930441664946324,4.413000722920033,4.451492877340739,3.9447320844759277,3.827954054380875,4.309018823367567,5.633867190132693,3.9561293616451856,4.9329251745478295,4.323766934495921,3.27166479982863,5.428385628392089,4.615319246856508,4.641258031110908,5.474601735878416,4.521046105552574,3.6406866195676724,4.2815755821886965,3.8753224266511634,4.619591582759603,4.452624253570407,4.849625276299475,4.325744041002271,4.538329542124377,3.4634999358000362,4.221249650101996,5.161898604219588,4.1861078520606005,4.2561538548265005,3.3078893526470656,4.752367596350437,4.709831538107969,4.090639436199649,4.3716464906651264,5.4753078666590795,5.152868013067066,4.042743312107946,4.25806238667517,4.547015411249896,4.972443060430254,4.310724676680816,4.389975997426512,4.275586975830695,5.844594049340486,4.017780866509525,4.532725443311508,4.623721276704144,4.978201619912442,5.1456841225513505,3.9013083348566737,3.901163884796262,3.9257984219403723,4.410671445736189,4.894210158651559,5.021600453191011,4.00849048193641,4.341753684311531,4.238685021631068,4.399829163267727,3.9555205237051694,5.376431872871572,5.292365612022538,4.3430261709108695,4.480485337053342,4.8561077981111245,5.77340828998433
IJ283088,4.91523656254792,5.479360520093322,5.66695929675228,0.0,4.1612457844449615,4.614798159084806,5.028000945535601,5.27758241808001,4.92313499152937,4.462932114374996,5.052863372883793,4.402877749789531,6.579318054070289,5.593802605876049,5.559650108259856,4.763189741965436,6.11936329433315,5.245517996325994,5.1673577910245925,3.984338729336487,4.271096640904897,4.8029112883098115,4.561030901286193,5.09191793861342,5.952514226144796,6.397268660378122,5.7521332052448,3.381452491649249,6.196455039981094,6.667119956638823,5.2611456559349,4.902281674967826,5.081011308305458,4.467914560173541,5.032376555950628,4.9131771071675,6.060189928368274,4.727642073827304,4.893177383856232,5.225800951588159,4.6385871350042285,5.419430755902989,4.1838401070021565,5.692932779283424,5.613742687760815,5.959724886657986,4.832990700742219,5.434295517320359,5.984366763919714,4.812460151012228,4.243663324959238,4.113596772635297,5.619491602109886,5.057281769733319,5.508813224723547,5.9600261820249125,4.786968946360223,4.056575064766417,6.070321857310263,4.05814412302915,5.226640505122145,3.2915230891407568,3.5658477186250397,3.6069128786543443,5.86953409250609,4.891300852449669,4.813408995030319,4.883832206513798,5.047639809668516,4.090050933544339,4.791394241459912,6.090153124395331,4.823488630041408,4.313078256349652,5.358106155330517,4.651430412289262,4.777957532121068,5.632038087248987,4.483631829932383,4.464515505565204,5.166088858460461,5.938492239826736,5.727713552016241,5.265935134132247,4.016254343312791,5.95426528925357,4.81723032010135,5.243365975027252,6.480518137868171,5.12113076232926,6.016482650338483,5.304931850964988,4.78697372931759,5.6505194118892605,5.192445442409278,4.701614529310502,6.392674858834881,5.277917804763029,4.345703630506708,4.498894601543615,6.182710319457891,5.043329275578493,5.500302606978168,5.243187801798921,5.534360199395542,4.466695506462162,5.085828492164428,4.732701893497155,7.159357978623869,5.795221157210897,4.8183496770397705,6.333046068951851,6.034383693080328,5.19362134260812,4.661807571434711,4.325278408895955,6.066421387259445,5.516786089278714,4.461644966193518,4.796511904693518,5.328163454670953,5.4726012147931185,5.335463136246019,6.376245627756842,5.175024384539397,6.585190291081439,4.358327909806418,4.524736180728276,5.688056145859406,6.523887108045624,5.668050885914844,4.213991214328315,4.974114497128032,5.893036648565745,4.421589106964732,4.8448593596847545,6.053441205899097,4.401018346911246,3.401898078749647,5.5995071601175805,6.009556903842468,4.835372663689932,4.694512408381474,4.497315970254215,5.2690909143047895,4.3846163285974455,6.233553887909033,5.388659496361725,4.488816104196304,6.448135635932573
ZR856254,4.786072693466727,4.594171254503135,4.8241646017431785,4.1612457844449615,0.0,4.4217071953056,4.674965359309689,4.6285023658112205,4.359250249620153,3.5597170583740927,5.0554210485154405,3.5980865324603033,5.433476025497209,4.6100815270833255,4.667462212418544,4.095171114021059,4.714155896162564,4.655640716719584,4.093146336415538,4.253865105056581,4.128849223687956,4.134696296852335,3.5604741067776233,4.12671434348796,5.0269444532549175,4.949168019602954,5.113069275490511,3.6920194713317604,5.059556610175925,6.092045922186349,4.000558545013764,4.041132143406838,4.1736788388965484,3.6851947433793386,4.125255821517263,3.797916745196382,5.181785504001033,3.7740286138055548,4.50770722390224,4.040482469893725,4.46404190302556,4.330346977119719,4.495733612488792,4.641518899600861,4.564859436702271,3.8960764846289093,4.487745296691077,4.622913363041425,4.729385437757597,4.086225367177029,3.7316449936191054,4.7661806411349685,4.550380500255444,5.3030634415615605,4.4612656412019955,4.11020734174528,4.20641687842272,3.6430019268210394,5.276564175742348,4.878572118702437,4.972680459576256,4.021488354007878,4.2662641608306675,3.2627974310783645,4.007749539306182,5.226704520781269,4.734815470123229,4.483550952359439,5.038197695590158,4.397649788734366,4.13314285929152,4.836057588266215,4.064846854131643,4.900245167704102,4.837952119428587,4.5101441645541875,4.661754352211473,4.425772509336292,4.862486365035745,5.182758558739663,3.1811579311498797,5.12239716527779,4.672878222884875,4.322650406735928,3.84797311253544,5.429591326346064,4.078940844256194,4.441321156978101,4.6810854052960815,3.698113758570434,4.790854641846562,4.27626311771668,4.720880390629508,4.3744550425077575,4.266838817240224,4.620483849865807,4.75893797129859,4.1854903690819185,3.937409807246085,3.9225934467367005,4.947851410479793,4.851539382041063,4.671534207448299,4.430754838751986,4.816444896185328,4.353245011933682,4.5193857244891475,4.408479162800047,5.769249105060185,4.793187160055985,4.376143685249402,4.890683323248275,5.5283310799338405,4.785132528724346,4.406710042283872,3.9265678049585357,4.517747220990032,4.488343391096208,4.405563765485687,4.456623072573058,4.9361274920467935,4.626026343524517,4.543469846275,5.1037992957315215,5.036937063111101,5.2946643215021,3.543726042758185,5.031684003135882,4.695742837915024,5.522948576190101,3.527008853777978,4.494052489279412,4.618335789364671,4.9251118792633335,4.484203904218438,4.171363011063714,5.068894478890946,4.048741881943789,4.477062394842722,4.970626875263813,5.104892423438684,4.264310113264267,4.375810125154107,4.104119732401025,4.693405262663103,4.108356893768927,4.689376573171103,4.745941715804974,3.792640299247027,6.266632215440603
WR597467,3.101073755043274,5.094787281657365,4.259282868468108,4.614798159084806,4.4217071953056,0.0,4.637730347735085,4.811021052590912,4.497980503331679,4.985192745906996,3.9155259496904957,4.439137360323565,5.489266743257008,4.156774733868555,4.057124865767801,4.661556085972394,4.411054850734347,4.491366083816294,4.170976181747666,3.690672708293367,4.3789700324480405,3.2621108064743956,4.843505334414135,3.074833855308118,3.7198627399700452,4.819967005149399,4.604761963067124,4.548976469396165,5.464896728981292,6.312336732523428,4.8769182047359925,4.041790822498491,4.019311018041862,4.774354044573412,4.438409183433345,4.340526146845131,5.677547524870721,4.070381176832561,5.098351384267339,4.49899161973547,4.924956427494315,4.776914975086479,4.087653164988797,4.6837432288495915,5.0539160558101885,4.320278186187639,5.265186651278241,3.2394683348090814,4.8516168752030975,5.01424107365384,3.853415632223022,5.658082805855181,4.6569022848584,5.242124553040507,4.101371295373078,5.212759390656699,5.286051406691016,4.631292166980847,4.7495904984010675,4.364719515130553,4.2830679726104925,4.373645706521269,3.881870229097942,4.378121255005689,5.363888092606543,5.2800403473580575,4.957207597548537,5.088995393012324,3.8747291926384895,4.549367323436724,4.437430031593264,4.714864424932665,3.6518700173350997,4.847951597729758,5.466040973909441,4.681602932280574,4.5215798982748305,5.033110481091369,4.195825377489826,4.867638973861671,4.533984587709378,5.40293899398508,3.9083285307142064,4.392804894187537,4.34925362814814,5.240877510211721,5.073632651067785,5.335311932641192,4.904076977021527,4.283381372903791,5.329842352758856,5.189021733271977,4.7109874806715935,4.817326615813656,4.2532062606662455,5.065430890526369,5.27201325811642,5.480278445021676,4.8026079851375085,4.482643441242423,5.1293892888457915,5.206756883372372,5.082118107043516,4.4572513224890224,3.7894837349621504,4.196373053671075,4.301851082994472,4.0635460892041495,5.475723655527004,5.12773225976283,5.145768213519848,4.5690993221341465,5.787788431543621,3.7210274882861945,4.857720124807279,3.6629797435847986,4.947939706702306,4.55999242724893,4.286063396635705,4.368330988745713,5.400963330167705,4.108185657231467,5.054997515059797,5.117205458719327,4.386097555959476,5.571390360287798,3.931273609535847,5.118232960443285,5.635272818114016,5.99557474265757,5.153490492850364,4.311327640061279,4.318416856205332,4.355991035478415,3.9296006762349185,4.6999472298045415,4.511915235138956,3.8527290816469897,4.350631881580996,4.27168252546882,4.4453960049435635,3.8371534206083733,4.353977712197147,3.718937607277571,4.616742220176333,3.6633786864025106,4.958204356011158,4.259195032277766,4.549370294155442,6.313144530588165
GF348474,4.278546801819893,5.33537361176101,5.224785780642661,5.028000945535601,4.674965359309689,4.637730347735085,0.0,5.131834516660873,5.305490282273183,4.857203465385638,4.009285106625945,5.217665747787677,5.079277161205271,4.503883042760341,4.406704915315172,5.1342594587665715,5.72763553420273,5.604018154273386,4.387471345969621,5.474436028071011,4.838002979750305,4.29710283275607,4.588079576530622,5.349043075082059,4.397625593387647,5.70772534025779,4.941563357127939,4.740537217125898,4.737082884976281,4.756149714947427,5.0836302154857025,5.3625938544438485,4.824872513123582,4.787767165136774,3.494961883160467,4.5460137679399315,5.515480719331392,4.162084676346287,5.308417151816985,5.224085006266572,5.424938893780734,4.960756347584882,4.788764771958535,4.375113733626557,6.224906467775689,5.498992934583612,4.9281137048496495,4.506013570159902,5.120980890274628,4.511698522462744,4.596962085277967,4.902996986966149,4.54888943495537,5.169140789025887,5.010079431525158,5.678924657722941,5.874133203882819,3.7335108933771117,6.3780994949746095,3.288366896239855,4.348677966118979,5.0350453255827,4.841158259404373,4.4167299008011724,4.815265825415321,4.598452483978804,5.667911618147976,4.201445666035871,3.7518163117052388,5.268772226134186,5.6489972395764925,4.68928801166191,4.9720936613789055,4.600836004414391,4.217997905835977,4.203774322206454,3.7381178733130493,5.393931913168607,5.136869961956003,4.551756495977236,4.538327781049973,5.013740174654716,5.631657218602514,4.194799893094267,4.053699174725178,6.0411463748869885,5.161154411867998,3.6126561068584104,4.992593779467875,4.794578283490135,6.375883512463211,4.842875465115413,4.667763616650294,4.3425381013515,4.902809237401204,3.987269283389434,5.009549215301044,5.113025231216231,4.0300400616772905,4.893622820270544,5.9269421841186904,4.184160195803149,5.7348782628752,5.23792535698362,4.769189812183271,4.65671267773924,4.925248071383113,5.693146068127843,6.33472482871684,5.400364874853566,4.290589894316879,5.086872705243132,6.189151042755833,4.402086327717255,4.0195515003843525,4.155587676236646,4.973737968608317,4.924545097515692,3.9470979503173753,5.194371672612051,4.274019473337876,3.7451600792462156,4.577546400956519,6.176705373664887,5.12956682198826,6.299657539695106,4.898872298258296,4.851694855405013,5.043732003816104,4.647480830343667,4.384428699810754,5.675134752245748,5.231281997343058,5.4242937772646105,4.373411529501978,5.107603690751059,6.070690101810477,4.2812497997491725,4.682176007614974,5.059437760259397,5.828249812617398,3.8103917484124086,4.4844555370537815,5.074364594760056,5.030345489579325,5.623683703546441,5.045157542130809,5.657458041584774,4.527678466487414,5.101982031818492
WY545759,4.331843625138237,4.3729672814300935,3.9826286788920084,5.27758241808001,4.6285023658112205,4.811021052590912,5.131834516660873,0.0,3.333607671169632,4.0692505839583655,4.415520123535314,4.204608651556524,4.252707912220397,3.605336893933276,3.886378293631102,4.315273363597466,4.827076083031783,4.024543444759968,4.112803828156239,4.498561457863979,4.543074431034446,4.091039233356266,3.400135846906541,4.329397854818475,4.178812880379467,3.8070700547611556,4.1853263710574575,4.490419838355485,4.176943858605852,4.557061412332785,3.700863458228508,4.726349354319745,4.33680675975241,4.603739708390192,5.052094190632288,3.584632238633318,4.457719132119975,4.694092352364867,4.474340767290436,3.9017603602979674,4.094380690940258,4.0031322014602155,4.171711229964057,4.684925055071958,4.457346410197453,4.092621357132461,4.37259195518358,4.424091331616516,4.488599108187787,4.369761746406711,4.083576432171493,4.765050512980059,4.514388893765227,4.478217624311182,4.865021297791023,5.517151577400185,4.1403136412285155,4.181287909813838,3.9094998979892726,4.722564347955423,4.849966616185669,4.703992274293281,4.893049635039381,4.182070968596086,3.9322648187477562,4.019019393661111,4.254618991402369,4.865936617806882,3.948341969963757,4.090916502872512,5.00687511938633,3.9492398456769813,3.8933096643168676,4.4901005357567705,3.991733392588177,3.673820495024221,4.151594980835094,4.291071440212737,4.763102644348183,4.254423024262402,4.620120814207538,4.26734377993893,4.815498705203,4.924958942465138,4.231179765556159,4.289733007178631,3.6896461020388944,4.623066649820959,4.442863142074377,3.6203594044600016,4.485717777703624,4.864517640784909,4.289650636191749,4.095301780803247,3.9950853209893973,5.3571318236865375,4.413263300424908,4.596496922922838,3.981083427732257,3.528506949965214,4.330814206753676,3.692712810638588,4.756071348971459,3.1835513286774675,3.747704219070299,4.826037731397523,4.268245119476381,4.094809543526273,3.3035753177581895,3.6261148395693987,4.050383444621043,4.391602871547576,4.323620788888784,3.9538854741953156,4.182036241094521,4.121876191337426,3.82741462968947,4.223754475154659,5.136289741692967,4.705245156057502,3.9996597281794397,4.028554650802953,4.609249208773355,4.599525678847993,4.124154845316857,3.9613648752535093,4.205218228063954,4.302063045041499,4.099765872367091,4.315353273234949,3.4839873756884137,4.679816467668491,4.664796953766806,3.594444711068602,3.792880307645335,3.692016252305523,4.843535046634523,4.912098519313726,4.527363032564946,4.571866057605776,5.135379631838102,4.566924794919199,4.4534549793249525,4.044313847507879,4.53807874943137,4.974425899905605,3.8546647091505895,3.9088615385952354,3.5724189014606362,5.405950043802111
FT814555,4.485435089259526,4.5942446840255196,4.688450875920591,4.92313499152937,4.359250249620153,4.497980503331679,5.305490282273183,3.333607671169632,0.0,4.241313200900303,4.823295864906618,3.3716964933867,5.017777121384998,4.7882562528723325,4.211580320495551,4.486650599020325,5.049261093149816,4.39736738801201,4.074696560041861,4.223163859940341,3.6390285834189777,4.1625580853471496,3.527414421334922,4.16661562919992,5.1152054202736625,4.144315445850036,4.978142618641184,4.732564758666375,5.66593041446203,5.848387365215,4.859088992575741,3.6204617688956184,3.7830925255831724,4.457172868533503,4.945845069175657,3.7843064177494816,3.881496392508917,4.326690904643889,4.548841188315619,4.387770559920094,3.9297192536572454,4.413521950690626,4.667557500332853,4.600661760829308,5.356517256509108,3.915851821355371,4.355285181164064,3.63201538123259,5.044054669443551,5.491547690232406,4.565699869258685,4.564922298785623,5.310684245453812,4.80107224885333,4.349806116847863,5.184916411188327,4.27909163438444,3.873857387190018,4.829300433997646,4.801144026007181,4.608604771696488,4.218430654890853,5.228941908756115,4.1196793117217565,4.8117123769669226,4.959268439249903,5.131899027714494,5.245948166796309,4.809946650137771,3.5327954751718416,4.77126133234088,4.476518355084724,3.9984272867001542,4.1789320039217515,4.380719186021661,4.114580259889245,4.049123949002511,4.657568827461575,3.817168296194545,4.540492162960687,4.718003778916199,5.493324291268993,5.087258146645235,5.538291238301289,4.145393183772257,5.168681070131506,3.3311743369869884,5.342917070238154,4.971685710010968,3.4032865369644476,4.787538596900464,4.945044733031001,2.9073286243255883,4.661957362097936,4.479478090203244,5.448460341284519,5.2815247551554645,3.539067349536234,4.028041860463951,3.8139797624195846,4.153052458253771,4.559087125187007,4.6477202743195445,4.567476587268615,5.031950874011924,4.424788482718927,5.288539434895893,3.7355402332515983,4.794149576075083,4.78817422100068,4.8571984981400576,4.436862084162511,5.536797396919748,4.286999549809242,4.0569028539580625,4.114592885410867,4.726859837859661,4.110790968372632,4.3935497482206705,5.267662518523388,4.866939242648055,4.138972935247632,4.370346186916919,5.396963655376525,5.0038354562991,4.921613979451269,4.934293907121179,4.854758947126493,5.484925767036838,5.490176212138259,4.661608857506902,4.1573381097493725,4.000480005323985,4.7080827640385055,4.751315021313202,4.763475794638037,4.405034735155335,4.166108549058001,5.302780227651447,5.174111948908005,4.6764472070040926,5.170729911451177,4.267309916061832,4.92620244650165,5.078118593101566,4.112526269890634,4.466520998897517,5.017597161995709,4.318626063025655,5.998669999150263
JU393889,4.843106423778744,4.002842465485633,4.900400708298477,4.462932114374996,3.5597170583740927,4.985192745906996,4.857203465385638,4.0692505839583655,4.241313200900303,0.0,4.951561276767956,4.068804879941816,4.336081662084913,4.901024426662906,4.712884044587722,4.718202807957289,5.734683573204314,3.6625714104519864,4.048069436815099,4.888065333009741,4.67163358630808,4.060991920775379,3.4299828226234874,3.997667276167896,5.33491886268691,4.352824185801011,4.518303629199205,3.4742884304327366,4.510794172003457,5.1717329838394015,3.920908236181608,4.603528893011348,4.966697032583303,3.9775370095474427,4.461267186283415,4.043526699916012,4.81282315782883,3.363247107461177,3.967342235811063,3.899235002741576,4.302743850257365,3.9295207273393364,3.0794461446975103,4.492320902728265,5.188314414578296,3.877187464220329,4.129316314909238,4.554942930702067,4.738977163163492,4.208559739336165,4.649974665562285,4.08799642913573,4.318242961129536,4.7912471763795335,4.504481752274458,4.479042562252679,3.3826218029738695,3.6304961435596743,5.210559334281912,4.828874877280857,4.416467741069801,3.9859990733867687,5.20381817820233,2.6677664120802422,3.683061594269634,3.57164982302791,4.303081732878966,3.9566011035664927,4.536187700487919,3.7723879955298814,4.691626512589148,4.686902528985292,4.411030680651018,4.5524501175570276,3.9862458522986697,3.6393697443653963,4.620803195888434,4.304919225054998,4.444006109852686,5.062451554538426,4.081991798325235,3.9046553282954615,5.597054955587115,5.169274802665371,3.4207754396893675,4.261149665809441,3.5707809974787375,4.51319580166317,4.197047734334818,3.9754244050115592,4.551323681222136,3.6597234484963823,3.6480934599416575,4.826148458979015,4.207297289695317,4.741489234554427,4.460651079539857,4.015910766352784,3.080027264466345,2.845296063636607,4.4240458833275556,4.005952188433813,4.160506396311006,4.312094173233557,4.402540736251568,4.398177266170349,3.3292595110131464,3.9775782608131904,5.180670104070486,4.822157648388297,3.0691345581006964,4.521104198655118,4.815816996952944,4.5096490771924875,3.9852528736596264,3.338604557235774,4.481331849705438,4.084737872424991,4.666177461267452,5.196158941209282,4.179428644901742,4.330441064138419,4.0272444203308035,5.403594097771411,4.626237218209126,5.024914431920463,4.233413854436551,5.342472453845686,3.8573647942330687,4.718676221228181,3.550882761416449,5.005355224665944,4.240021546014699,4.8083330332904,4.5667274325702065,3.7504731024277125,4.670588288814636,4.215564945628482,4.176530104945761,4.7958089909386965,5.595392704850338,4.438807587271289,3.8448211100255625,4.81718801570367,5.512897961017048,4.714032663999669,4.34536812516147,4.420563844064543,4.344067675364985,5.573660721410585
